,index,antecedents,consequents,consequent support
1913,548,679 (feat. Remy Boyz),Bounce Back,0.17
1914,5652,Don't Mind,Bounce Back,0.17
1915,5624,Childs Play,Bounce Back,0.17
1916,3294,Bank Account,Bounce Back,0.17
1917,5702,Hot N*gga,Bounce Back,0.17
1918,4976,Bodak Yellow,Bounce Back,0.17
1919,5344,Bonfire,Bounce Back,0.17
1920,5360,Both (feat. Drake),Bounce Back,0.17
1921,5613,Broccoli (feat. Lil Yachty),Bounce Back,0.17
1922,5614,Butterfly Effect,Bounce Back,0.17
1923,5616,Candy Paint,Bounce Back,0.17
1924,5618,Caroline,Bounce Back,0.17
1925,5620,Cash Machine,Bounce Back,0.17
1926,5622,Champions,Bounce Back,0.17
1927,5626,Chill Bill,Bounce Back,0.17
1928,5651,Don't,Bounce Back,0.17
1929,5628,Closer,Bounce Back,0.17
1930,5630,Come Get Her,Bounce Back,0.17
1931,5633,Congratulations,Bounce Back,0.17
1932,5634,Controlla,Bounce Back,0.17
1933,5637,Cut It (feat. Young Dolph),Bounce Back,0.17
1934,5638,DEVASTATED,Bounce Back,0.17
1935,5640,DNA.,Bounce Back,0.17
1936,5643,Deja Vu,Bounce Back,0.17
1937,5644,Despacito - Remix,Bounce Back,0.17
1938,5647,Digits,Bounce Back,0.17
1939,5649,Do What I Want,Bounce Back,0.17
1940,5700,HeadBand (feat. 2 Chainz),Bounce Back,0.17
1941,5832,Stronger,Bounce Back,0.17
1942,5704,Hotline Bling,Bounce Back,0.17
1943,5865,Trap Queen,Bounce Back,0.17
1944,5890,White Iverson,Bounce Back,0.17
1945,5889,Where Ya At,Bounce Back,0.17
1946,5886,What They Want,Bounce Back,0.17
1947,5884,Wet Dreamz,Bounce Back,0.17
1948,5882,Waves,Bounce Back,0.17
1949,5881,Water,Bounce Back,0.17
1950,5879,Watch Out,Bounce Back,0.17
1951,5876,V. 3005,Bounce Back,0.17
1952,5875,Used to This,Bounce Back,0.17
1953,5872,Unforgettable,Bounce Back,0.17
1954,5870,Uber Everywhere,Bounce Back,0.17
1955,5868,Tunnel Vision,Bounce Back,0.17
1956,5867,Truffle Butter,Bounce Back,0.17
1957,5862,Too Much Sauce,Bounce Back,0.17
1958,5894,Wicked,Bounce Back,0.17
1959,5860,Too Many Years,Bounce Back,0.17
1960,5858,Too Good,Bounce Back,0.17
1961,5857,Tiimmy Turner,Bounce Back,0.17
1962,5855,Throw Sum Mo,Bounce Back,0.17
1963,5852,This Could Be Us,Bounce Back,0.17
1964,5851,The Motto,Bounce Back,0.17
1965,5848,The Hills,Bounce Back,0.17
1966,5846,That's What I Like,Bounce Back,0.17
1967,5845,THat Part,Bounce Back,0.17
1968,5843,T-Shirt,Bounce Back,0.17
1969,5840,Swimming Pools (Drank),Bounce Back,0.17
1970,5838,Swang,Bounce Back,0.17
1971,5836,Summer Sixteen,Bounce Back,0.17
1972,5892,Why You Always Hatin?,Bounce Back,0.17
1973,5896,Wild Thoughts,Bounce Back,0.17
1974,5707,I Don't Fuck With You,Bounce Back,0.17
1975,895,Again,Bounce Back,0.17
1976,12,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Bounce Back,0.17
1977,1253,All The Way Up,Bounce Back,0.17
1978,1821,Angels (feat. Saba),Bounce Back,0.17
1979,1875,Antidote,Bounce Back,0.17
1980,1140,All Night (feat. Knox Fortune),Bounce Back,0.17
1981,2400,Ass Drop,Bounce Back,0.17
1982,69,0 To 100 / The Catch Up,Bounce Back,0.17
1983,2548,Back To Back,Bounce Back,0.17
1984,132,1-800-273-8255,Bounce Back,0.17
1985,263,2 Phones,Bounce Back,0.17
1986,2907,Backseat Freestyle,Bounce Back,0.17
1987,432,4 AM,Bounce Back,0.17
1988,2964,Bad and Boujee (feat. Lil Uzi Vert),Bounce Back,0.17
1989,488,6 Foot 7 Foot,Bounce Back,0.17
1990,5899,Work,Bounce Back,0.17
1991,5924,wokeuplikethis*,Bounce Back,0.17
1992,5922,through the late night,Bounce Back,0.17
1993,5921,rockstar,Bounce Back,0.17
1994,5918,pick up the phone,Bounce Back,0.17
1995,5916,m.A.A.d city,Bounce Back,0.17
1996,5914,iSpy (feat. Lil Yachty),Bounce Back,0.17
1997,5912,goosebumps,Bounce Back,0.17
1998,5911,beibs in the trap,Bounce Back,0.17
1999,5909,You Was Right,Bounce Back,0.17
2000,5906,XO TOUR Llif3,Bounce Back,0.17
2001,5904,X (feat. Future),Bounce Back,0.17
2002,5903,Wyclef Jean,Bounce Back,0.17
2003,5901,Work REMIX,Bounce Back,0.17
2004,5835,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Bounce Back,0.17
2005,5830,Still Here,Bounce Back,0.17
2006,5828,Starboy,Bounce Back,0.17
2007,5736,Lockjaw,Bounce Back,0.17
2008,5763,My Way (feat. Monty),Bounce Back,0.17
2009,5760,My Shit,Bounce Back,0.17
2010,5759,Moves,Bounce Back,0.17
2011,5756,Money Longer,Bounce Back,0.17
2012,5755,Mercy,Bounce Back,0.17
2013,5752,"Me, Myself & I",Bounce Back,0.17
2014,5750,Mask Off,Bounce Back,0.17
2015,5749,Man Of The Year,Bounce Back,0.17
2016,5746,Magnolia,Bounce Back,0.17
2017,5745,Low Life,Bounce Back,0.17
2018,5742,Look At Me!,Bounce Back,0.17
2019,5740,Look At Me Now,Bounce Back,0.17
2020,5738,Look Alive,Bounce Back,0.17
2021,5734,Location,Bounce Back,0.17
2022,5827,Sorry Not Sorry,Bounce Back,0.17
2023,5733,Litty (feat. Tory Lanez),Bounce Back,0.17
2024,5731,LOYALTY. FEAT. RIHANNA.,Bounce Back,0.17
2025,5728,LOVE. FEAT. ZACARI.,Bounce Back,0.17
2026,5726,Know Yourself,Bounce Back,0.17
2027,5725,Kelly Price (feat. Travis Scott),Bounce Back,0.17
2028,5722,Jumpman,Bounce Back,0.17
2029,5720,Jordan Belfort,Bounce Back,0.17
2030,5719,It's A Vibe,Bounce Back,0.17
2031,5717,IV. sweatpants,Bounce Back,0.17
2032,5714,I'm the One,Bounce Back,0.17
2033,5713,I Mean It,Bounce Back,0.17
2034,5710,I Like Tuh,Bounce Back,0.17
2035,5708,I Get The Bag (feat. Migos),Bounce Back,0.17
2036,5765,Needed Me,Bounce Back,0.17
2037,5766,Neighbors,Bounce Back,0.17
2038,5768,Ni**as In Paris,Bounce Back,0.17
2039,5770,No Flockin,Bounce Back,0.17
2040,5825,Sneakin’,Bounce Back,0.17
2041,5822,Slippery (feat. Gucci Mane),Bounce Back,0.17
2042,5821,Slide,Bounce Back,0.17
2043,5819,Shabba,Bounce Back,0.17
2044,5816,Seven Million (feat. Future),Bounce Back,0.17
2045,5814,Selfish,Bounce Back,0.17
2046,5812,Rolex,Bounce Back,0.17
2047,5810,Redbone,Bounce Back,0.17
2048,5809,Really Really,Bounce Back,0.17
2049,5806,Rake It Up,Bounce Back,0.17
2050,5804,R.I.C.O. (feat. Drake),Bounce Back,0.17
2051,5802,Portland,Bounce Back,0.17
2052,5800,Pop Style,Bounce Back,0.17
2053,5798,Passionfruit,Bounce Back,0.17
2054,5796,Party Monster,Bounce Back,0.17
2055,5794,Panda,Bounce Back,0.17
2056,5792,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",Bounce Back,0.17
2057,5790,Only,Bounce Back,0.17
2058,5789,One Night,Bounce Back,0.17
2059,5786,One Dance,Bounce Back,0.17
2060,5785,OOOUUU,Bounce Back,0.17
2061,5783,No Type,Bounce Back,0.17
2062,5780,No Shopping,Bounce Back,0.17
2063,5779,No Role Modelz,Bounce Back,0.17
2064,5776,No Problem (feat. Lil Wayne & 2 Chainz),Bounce Back,0.17
2065,5774,No Heart,Bounce Back,0.17
2066,5773,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Bounce Back,0.17
2067,4787,Blessings,Bounce Back,0.17
2068,1313,Alright,Bounce Back,0.17
2069,798,A Milli,Bounce Back,0.17
2070,4722,Blasé (feat. Future & Rae Sremmurd),Bounce Back,0.17
2071,4255,Big Rings,Bounce Back,0.17
2072,4452,Black Beatles,Bounce Back,0.17
2073,5033,Bodak Yellow,iSpy (feat. Lil Yachty),0.17
2074,19359,I Mean It,iSpy (feat. Lil Yachty),0.17
2075,22815,Moves,iSpy (feat. Lil Yachty),0.17
2076,19607,I'm the One,iSpy (feat. Lil Yachty),0.17
2077,23401,No Heart,iSpy (feat. Lil Yachty),0.17
2078,9109,Come Get Her,iSpy (feat. Lil Yachty),0.17
2079,24893,Redbone,iSpy (feat. Lil Yachty),0.17
2080,24001,One Dance,iSpy (feat. Lil Yachty),0.17
2081,14976,For Free,iSpy (feat. Lil Yachty),0.17
2082,26799,Too Much Sauce,iSpy (feat. Lil Yachty),0.17
2083,25929,Sorry Not Sorry,iSpy (feat. Lil Yachty),0.17
2084,22763,Money Longer,iSpy (feat. Lil Yachty),0.17
2085,10683,DEVASTATED,iSpy (feat. Lil Yachty),0.17
2086,23701,No Role Modelz,iSpy (feat. Lil Yachty),0.17
2087,26617,The Hills,iSpy (feat. Lil Yachty),0.17
2088,26731,Tiimmy Turner,iSpy (feat. Lil Yachty),0.17
2089,22543,Mercy,iSpy (feat. Lil Yachty),0.17
2090,12655,Down In the DM,iSpy (feat. Lil Yachty),0.17
2091,467,4 AM,iSpy (feat. Lil Yachty),0.17
2092,6851,Broccoli (feat. Lil Yachty),iSpy (feat. Lil Yachty),0.17
2093,22511,"Me, Myself & I",iSpy (feat. Lil Yachty),0.17
2094,14123,F*ck Up Some Commas,iSpy (feat. Lil Yachty),0.17
2095,24729,R.I.C.O. (feat. Drake),iSpy (feat. Lil Yachty),0.17
2096,9675,Controlla,iSpy (feat. Lil Yachty),0.17
2097,14327,Fake Love,iSpy (feat. Lil Yachty),0.17
2098,23023,Needed Me,iSpy (feat. Lil Yachty),0.17
2099,24089,One Night,iSpy (feat. Lil Yachty),0.17
2100,2095,Antidote,iSpy (feat. Lil Yachty),0.17
2101,26633,The Motto,iSpy (feat. Lil Yachty),0.17
2102,16505,Gyalchester,iSpy (feat. Lil Yachty),0.17
2103,26672,This Could Be Us,iSpy (feat. Lil Yachty),0.17
2104,22969,My Way (feat. Monty),iSpy (feat. Lil Yachty),0.17
2105,26497,THat Part,iSpy (feat. Lil Yachty),0.17
2106,14571,Father Stretch My Hands Pt. 1,iSpy (feat. Lil Yachty),0.17
2107,7311,Buy U a Drank (Shawty Snappin'),iSpy (feat. Lil Yachty),0.17
2108,20367,Jordan Belfort,iSpy (feat. Lil Yachty),0.17
2109,22929,My Shit,iSpy (feat. Lil Yachty),0.17
2110,24345,Passionfruit,iSpy (feat. Lil Yachty),0.17
2111,7109,Butterfly Effect,iSpy (feat. Lil Yachty),0.17
2112,27229,oui,iSpy (feat. Lil Yachty),0.17
2113,25753,Sneakin’,iSpy (feat. Lil Yachty),0.17
2114,22891,My House,iSpy (feat. Lil Yachty),0.17
2115,20547,Jumpman,iSpy (feat. Lil Yachty),0.17
2116,19649,IV. sweatpants,iSpy (feat. Lil Yachty),0.17
2117,27215,goosebumps,iSpy (feat. Lil Yachty),0.17
2118,23801,No Type,iSpy (feat. Lil Yachty),0.17
2119,26047,Starboy,iSpy (feat. Lil Yachty),0.17
2120,13887,Exchange,iSpy (feat. Lil Yachty),0.17
2121,24237,Panda,iSpy (feat. Lil Yachty),0.17
2122,2683,Back To Back,iSpy (feat. Lil Yachty),0.17
2123,27003,Waves,iSpy (feat. Lil Yachty),0.17
2124,27007,Wavy (feat. Joe Moses),iSpy (feat. Lil Yachty),0.17
2125,22383,Mask Off,iSpy (feat. Lil Yachty),0.17
2126,27027,Wet Dreamz,iSpy (feat. Lil Yachty),0.17
2127,25333,Seven Million (feat. Future),iSpy (feat. Lil Yachty),0.17
2128,27175,XO TOUR Llif3,iSpy (feat. Lil Yachty),0.17
2129,27048,What They Want,iSpy (feat. Lil Yachty),0.17
2130,25267,Say It,iSpy (feat. Lil Yachty),0.17
2131,427,24K Magic,iSpy (feat. Lil Yachty),0.17
2132,27075,Where Ya At,iSpy (feat. Lil Yachty),0.17
2133,27093,White Iverson,iSpy (feat. Lil Yachty),0.17
2134,27109,Wicked,iSpy (feat. Lil Yachty),0.17
2135,27117,Wild Thoughts,iSpy (feat. Lil Yachty),0.17
2136,27121,Work,iSpy (feat. Lil Yachty),0.17
2137,27157,X (feat. Future),iSpy (feat. Lil Yachty),0.17
2138,27145,Wyclef Jean,iSpy (feat. Lil Yachty),0.17
2139,27131,Work REMIX,iSpy (feat. Lil Yachty),0.17
2140,25307,Selfish,iSpy (feat. Lil Yachty),0.17
2141,26987,Water,iSpy (feat. Lil Yachty),0.17
2142,25021,Rolex,iSpy (feat. Lil Yachty),0.17
2143,13846,Everyday We Lit (feat. PnB Rock),iSpy (feat. Lil Yachty),0.17
2144,26597,That's What I Like,iSpy (feat. Lil Yachty),0.17
2145,27209,beibs in the trap,iSpy (feat. Lil Yachty),0.17
2146,26837,Trap Queen,iSpy (feat. Lil Yachty),0.17
2147,13693,Energy,iSpy (feat. Lil Yachty),0.17
2148,739,679 (feat. Remy Boyz),iSpy (feat. Lil Yachty),0.17
2149,23857,OOOUUU,iSpy (feat. Lil Yachty),0.17
2150,27203,Young Dumb & Broke,iSpy (feat. Lil Yachty),0.17
2151,397,2 Phones,iSpy (feat. Lil Yachty),0.17
2152,2947,Bad Things (with Camila Cabello),iSpy (feat. Lil Yachty),0.17
2153,26879,Tunnel Vision,iSpy (feat. Lil Yachty),0.17
2154,193,1-800-273-8255,iSpy (feat. Lil Yachty),0.17
2155,27227,m.A.A.d city,iSpy (feat. Lil Yachty),0.17
2156,26903,Uber Everywhere,iSpy (feat. Lil Yachty),0.17
2157,13753,Erase Your Social,iSpy (feat. Lil Yachty),0.17
2158,26789,Too Many Years,iSpy (feat. Lil Yachty),0.17
2159,23345,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,iSpy (feat. Lil Yachty),0.17
2160,26931,Unforgettable,iSpy (feat. Lil Yachty),0.17
2161,27191,You Was Right,iSpy (feat. Lil Yachty),0.17
2162,26953,V. 3005,iSpy (feat. Lil Yachty),0.17
2163,25381,Shape of You,iSpy (feat. Lil Yachty),0.17
2164,16253,Gold Digger,iSpy (feat. Lil Yachty),0.17
2165,4889,Blessings,iSpy (feat. Lil Yachty),0.17
2166,11025,Deja Vu,iSpy (feat. Lil Yachty),0.17
2167,21475,Look Alive,iSpy (feat. Lil Yachty),0.17
2168,14923,"Flex (Ooh, Ooh, Ooh)",iSpy (feat. Lil Yachty),0.17
2169,13105,Drowning (feat. Kodak Black),iSpy (feat. Lil Yachty),0.17
2170,8045,Champions,iSpy (feat. Lil Yachty),0.17
2171,24627,Portland,iSpy (feat. Lil Yachty),0.17
2172,10617,Cut It (feat. Young Dolph),iSpy (feat. Lil Yachty),0.17
2173,15369,G.O.M.D.,iSpy (feat. Lil Yachty),0.17
2174,1401,Alright,iSpy (feat. Lil Yachty),0.17
2175,18153,Hotline Bling,iSpy (feat. Lil Yachty),0.17
2176,1201,All Night (feat. Knox Fortune),iSpy (feat. Lil Yachty),0.17
2177,5915,Bounce Back,iSpy (feat. Lil Yachty),0.17
2178,23137,Ni**as In Paris,iSpy (feat. Lil Yachty),0.17
2179,26475,T-Shirt,iSpy (feat. Lil Yachty),0.17
2180,21959,Low Life,iSpy (feat. Lil Yachty),0.17
2181,26369,Swimming Pools (Drank),iSpy (feat. Lil Yachty),0.17
2182,20219,It's A Vibe,iSpy (feat. Lil Yachty),0.17
2183,15429,Gassed Up,iSpy (feat. Lil Yachty),0.17
2184,26071,Starving,iSpy (feat. Lil Yachty),0.17
2185,3271,Bad and Boujee (feat. Lil Uzi Vert),iSpy (feat. Lil Yachty),0.17
2186,4709,Black Beatles,iSpy (feat. Lil Yachty),0.17
2187,8847,Closer,iSpy (feat. Lil Yachty),0.17
2188,947,Again,iSpy (feat. Lil Yachty),0.17
2189,22021,Magnolia,iSpy (feat. Lil Yachty),0.17
2190,16907,HUMBLE.,iSpy (feat. Lil Yachty),0.17
2191,24587,Pop Style,iSpy (feat. Lil Yachty),0.17
2192,19761,Ignition - Remix,iSpy (feat. Lil Yachty),0.17
2193,3397,Bank Account,iSpy (feat. Lil Yachty),0.17
2194,10865,DNA.,iSpy (feat. Lil Yachty),0.17
2195,24767,Rake It Up,iSpy (feat. Lil Yachty),0.17
2196,25635,Slippery (feat. Gucci Mane),iSpy (feat. Lil Yachty),0.17
2197,9571,Congratulations,iSpy (feat. Lil Yachty),0.17
2198,14017,F**kin' Problems,iSpy (feat. Lil Yachty),0.17
2199,17229,HeadBand (feat. 2 Chainz),iSpy (feat. Lil Yachty),0.17
2200,7961,Cash Machine,iSpy (feat. Lil Yachty),0.17
2201,8535,Chill Bill,iSpy (feat. Lil Yachty),0.17
2202,1277,All The Way Up,iSpy (feat. Lil Yachty),0.17
2203,7929,Caroline,iSpy (feat. Lil Yachty),0.17
2204,12007,Do What I Want,iSpy (feat. Lil Yachty),0.17
2205,23551,No Problem (feat. Lil Wayne & 2 Chainz),iSpy (feat. Lil Yachty),0.17
2206,26771,Too Good,iSpy (feat. Lil Yachty),0.17
2207,14725,Fight Night,iSpy (feat. Lil Yachty),0.17
2208,21383,Location,iSpy (feat. Lil Yachty),0.17
2209,5447,Both (feat. Drake),iSpy (feat. Lil Yachty),0.17
2210,27233,rockstar,iSpy (feat. Lil Yachty),0.17
2211,21165,Let Me Love You,iSpy (feat. Lil Yachty),0.17
2212,4327,Big Rings,iSpy (feat. Lil Yachty),0.17
2213,1837,Angels (feat. Saba),iSpy (feat. Lil Yachty),0.17
2214,15701,Get Right Witcha,iSpy (feat. Lil Yachty),0.17
2215,25577,Slide,iSpy (feat. Lil Yachty),0.17
2216,18969,I Don't Fuck With You,iSpy (feat. Lil Yachty),0.17
2217,20931,LOYALTY. FEAT. RIHANNA.,iSpy (feat. Lil Yachty),0.17
2218,15927,Go Flex,iSpy (feat. Lil Yachty),0.17
2219,27231,pick up the phone,iSpy (feat. Lil Yachty),0.17
2220,23255,No Flockin,iSpy (feat. Lil Yachty),0.17
2221,24145,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",iSpy (feat. Lil Yachty),0.17
2222,24141,Only,iSpy (feat. Lil Yachty),0.17
2223,12073,Don't,iSpy (feat. Lil Yachty),0.17
2224,24837,Really Really,iSpy (feat. Lil Yachty),0.17
2225,20909,LOVE. FEAT. ZACARI.,iSpy (feat. Lil Yachty),0.17
2226,21511,Look At Me!,iSpy (feat. Lil Yachty),0.17
2227,26187,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",iSpy (feat. Lil Yachty),0.17
2228,26149,Still Here,iSpy (feat. Lil Yachty),0.17
2229,11069,Despacito - Remix,iSpy (feat. Lil Yachty),0.17
2230,23033,Neighbors,iSpy (feat. Lil Yachty),0.17
2231,26095,Stay (with Alessia Cara),iSpy (feat. Lil Yachty),0.17
2232,14441,Famous,iSpy (feat. Lil Yachty),0.17
2233,12399,Don't Mind,iSpy (feat. Lil Yachty),0.17
2234,26323,Swang,iSpy (feat. Lil Yachty),0.17
2235,20472,Started From the Bottom,Jumpman,0.17
2236,20447,R.I.C.O. (feat. Drake),Jumpman,0.17
2237,14173,Fake Love,Jumpman,0.17
2238,8650,Classic Man,Jumpman,0.17
2239,15017,Forever,Jumpman,0.17
2240,20485,Swimming Pools (Drank),Jumpman,0.17
2241,20461,She Knows,Jumpman,0.17
2242,20413,No Role Modelz,Jumpman,0.17
2243,20405,Needed Me,Jumpman,0.17
2244,20445,Pt. 2,Jumpman,0.17
2245,219,10 Bands,Jumpman,0.17
2246,19662,Ignition - Remix,Jumpman,0.17
2247,20415,No Type,Jumpman,0.17
2248,12615,Down In the DM,Jumpman,0.17
2249,20487,T-Shirt,Jumpman,0.17
2250,20489,THat Part,Jumpman,0.17
2251,20482,Swang,Jumpman,0.17
2252,20458,Say It,Jumpman,0.17
2253,20417,OOOUUU,Jumpman,0.17
2254,20480,Summer Sixteen,Jumpman,0.17
2255,20476,Stronger,Jumpman,0.17
2256,20452,Right Hand,Jumpman,0.17
2257,20410,No Problem (feat. Lil Wayne & 2 Chainz),Jumpman,0.17
2258,20406,Ni**as In Paris,Jumpman,0.17
2259,20438,Pop Style,Jumpman,0.17
2260,20455,Rolex,Jumpman,0.17
2261,20388,Mask Off,Jumpman,0.17
2262,20498,Too Good,Jumpman,0.17
2263,20457,Roses,Jumpman,0.17
2264,5396,Both (feat. Drake),Jumpman,0.17
2265,20436,Planez,Jumpman,0.17
2266,20478,Studio,Jumpman,0.17
2267,20451,Really Really,Jumpman,0.17
2268,13922,F**kin' Problems,Jumpman,0.17
2269,20448,Rack City,Jumpman,0.17
2270,20490,The Hills,Jumpman,0.17
2271,20419,Often,Jumpman,0.17
2272,20401,My Way (feat. Monty),Jumpman,0.17
2273,20394,Money Longer,Jumpman,0.17
2274,2599,Back To Back,Jumpman,0.17
2275,20469,Sorry Not Sorry,Jumpman,0.17
2276,20390,"Me, Myself & I",Jumpman,0.17
2277,8320,Childs Play,Jumpman,0.17
2278,20470,Starboy,Jumpman,0.17
2279,20393,Mercy,Jumpman,0.17
2280,20397,Moves,Jumpman,0.17
2281,20429,POWER,Jumpman,0.17
2282,10888,Day 'N' Nite (nightmare),Jumpman,0.17
2283,8665,Clique,Jumpman,0.17
2284,7040,Butterfly Effect,Jumpman,0.17
2285,14926,For Free,Jumpman,0.17
2286,20398,My House,Jumpman,0.17
2287,20494,This Could Be Us,Jumpman,0.17
2288,20430,Panda,Jumpman,0.17
2289,20403,Nasty Freestyle,Jumpman,0.17
2290,20420,One Dance,Jumpman,0.17
2291,20466,Sorry,Jumpman,0.17
2292,20497,Throw Sum Mo,Jumpman,0.17
2293,20463,Slippery (feat. Gucci Mane),Jumpman,0.17
2294,8410,Chill Bill,Jumpman,0.17
2295,19613,IV. sweatpants,Jumpman,0.17
2296,20423,One Night,Jumpman,0.17
2297,20465,Sneakin’,Jumpman,0.17
2298,20434,Pipe It Up,Jumpman,0.17
2299,91,0 To 100 / The Catch Up,Jumpman,0.17
2300,20474,Still Here,Jumpman,0.17
2301,20493,The Motto,Jumpman,0.17
2302,20443,Post To Be (feat. Chris Brown & Jhene Aiko),Jumpman,0.17
2303,20440,Portland,Jumpman,0.17
2304,20432,Passionfruit,Jumpman,0.17
2305,20426,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",Jumpman,0.17
2306,20425,Only,Jumpman,0.17
2307,5723,Bounce Back,Jumpman,0.17
2308,9002,Come Get Her,Jumpman,0.17
2309,15450,Get Low - Street,Jumpman,0.17
2310,4289,Big Rings,Jumpman,0.17
2311,7734,Caroline,Jumpman,0.17
2312,3074,Bad and Boujee (feat. Lil Uzi Vert),Jumpman,0.17
2313,16094,Gold Digger,Jumpman,0.17
2314,1120,All Me,Jumpman,0.17
2315,1961,Antidote,Jumpman,0.17
2316,13030,Drowning (feat. Kodak Black),Jumpman,0.17
2317,18045,Hot N*gga,Jumpman,0.17
2318,1093,All Eyes On You (feat. Chris Brown & Nicki Minaj),Jumpman,0.17
2319,17192,HeadBand (feat. 2 Chainz),Jumpman,0.17
2320,10941,Deja Vu,Jumpman,0.17
2321,16704,HUMBLE.,Jumpman,0.17
2322,18084,Hotline Bling,Jumpman,0.17
2323,20555,rockstar,Jumpman,0.17
2324,20552,pick up the phone,Jumpman,0.17
2325,20550,oui,Jumpman,0.17
2326,20376,King Kunta,Jumpman,0.17
2327,20548,m.A.A.d city,Jumpman,0.17
2328,20378,Know Yourself,Jumpman,0.17
2329,20546,iSpy (feat. Lil Yachty),Jumpman,0.17
2330,20544,goosebumps,Jumpman,0.17
2331,20542,"Young, Wild & Free (feat. Bruno Mars) - feat. Bruno Mars",Jumpman,0.17
2332,20541,You Was Right,Jumpman,0.17
2333,14681,Fight Night,Jumpman,0.17
2334,628,679 (feat. Remy Boyz),Jumpman,0.17
2335,20537,XO TOUR Llif3,Jumpman,0.17
2336,4827,Blessings,Jumpman,0.17
2337,17230,Headlines,Jumpman,0.17
2338,19524,I'm the One,Jumpman,0.17
2339,10575,Cut It (feat. Young Dolph),Jumpman,0.17
2340,14355,Famous,Jumpman,0.17
2341,4746,Blasé (feat. Future & Rae Sremmurd),Jumpman,0.17
2342,7988,Champions,Jumpman,0.17
2343,1353,Alright,Jumpman,0.17
2344,12023,Don't,Jumpman,0.17
2345,19244,I Like Tuh,Jumpman,0.17
2346,14861,"Flex (Ooh, Ooh, Ooh)",Jumpman,0.17
2347,12485,Don't Tell 'Em,Jumpman,0.17
2348,4368,"Bitch, Don’t Kill My Vibe",Jumpman,0.17
2349,15295,G.O.M.D.,Jumpman,0.17
2350,850,A Tale of 2 Citiez,Jumpman,0.17
2351,3335,Bank Account,Jumpman,0.17
2352,1263,All The Way Up,Jumpman,0.17
2353,818,A Milli,Jumpman,0.17
2354,28,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Jumpman,0.17
2355,4343,Bitch Better Have My Money,Jumpman,0.17
2356,1169,All Night (feat. Knox Fortune),Jumpman,0.17
2357,14043,F*ck Up Some Commas,Jumpman,0.17
2358,20245,Jimmy Choo,Jumpman,0.17
2359,20338,Jordan Belfort,Jumpman,0.17
2360,20387,Man Of The Year,Jumpman,0.17
2361,20539,Yeah!,Jumpman,0.17
2362,20534,X (feat. Future),Jumpman,0.17
2363,4544,Black Beatles,Jumpman,0.17
2364,20508,Uber Everywhere,Jumpman,0.17
2365,20506,Tunnel Vision,Jumpman,0.17
2366,20533,Work REMIX,Jumpman,0.17
2367,13648,Energy,Jumpman,0.17
2368,18867,I Don't Fuck With You,Jumpman,0.17
2369,12385,Don't Mind,Jumpman,0.17
2370,20505,Truffle Butter,Jumpman,0.17
2371,2921,Backseat Freestyle,Jumpman,0.17
2372,18760,Hype,Jumpman,0.17
2373,6591,Broccoli (feat. Lil Yachty),Jumpman,0.17
2374,20503,Trophies,Jumpman,0.17
2375,10755,DNA.,Jumpman,0.17
2376,20383,Low Life,Jumpman,0.17
2377,13861,Exchange,Jumpman,0.17
2378,20501,Trap Queen,Jumpman,0.17
2379,319,2 Phones,Jumpman,0.17
2380,913,Again,Jumpman,0.17
2381,20384,Magnolia,Jumpman,0.17
2382,9403,Congratulations,Jumpman,0.17
2383,20510,Unforgettable,Jumpman,0.17
2384,20409,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Jumpman,0.17
2385,7524,Can't Feel My Face,Jumpman,0.17
2386,19333,I Mean It,Jumpman,0.17
2387,4212,Best Friend,Jumpman,0.17
2388,20530,Work Out,Jumpman,0.17
2389,20529,Work,Jumpman,0.17
2390,20526,Wicked,Jumpman,0.17
2391,20525,White Iverson,Jumpman,0.17
2392,2413,Ass Drop,Jumpman,0.17
2393,20523,Where Ya At,Jumpman,0.17
2394,20521,Wet Dreamz,Jumpman,0.17
2395,20519,We Dem Boyz,Jumpman,0.17
2396,506,6 Foot 7 Foot,Jumpman,0.17
2397,20516,Waves,Jumpman,0.17
2398,14471,Father Stretch My Hands Pt. 1,Jumpman,0.17
2399,20515,Watch Out,Jumpman,0.17
2400,9606,Controlla,Jumpman,0.17
2401,20381,Legend,Jumpman,0.17
2402,20513,V. 3005,Jumpman,0.17
2403,8743,Closer,Jumpman,0.17
2404,275,2 Phones,Congratulations,0.17
2405,7010,Butterfly Effect,Congratulations,0.17
2406,566,679 (feat. Remy Boyz),Congratulations,0.17
2407,4264,Big Rings,Congratulations,0.17
2408,2984,Bad and Boujee (feat. Lil Uzi Vert),Congratulations,0.17
2409,5632,Bounce Back,Congratulations,0.17
